,longitude,latitude,size,year,class_letter,name
4574,-84.895,30.03694444,2983.0,2001,F,SPOT
4575,-85.02694444,30.12,235.0,2001,D,BRIDGE
4576,-112.94888889,47.23861111,2084.0,2001,F,CABIN CREEK
4577,-120.545,42.61666667,2691.0,2001,F,JOHNSON
4578,-120.11916667,39.5675,400.0,2001,E,ROCK
4579,-120.33527778,39.55027778,282.0,2001,D,TREASURE
4580,-105.83444444,45.24555556,150.0,2001,D,PRONG
4581,-104.13916667,45.64694444,100.0,2001,D,STORMY BUTTE
4582,-103.55,45.73555556,1100.0,2001,F,MCKENZIE
4583,-120.51861111,39.05,16761.0,2001,G,STAR
4584,-120.35,38.475,257.0,2001,D,SALT
4585,-106.76694444,36.3675,850.0,2001,E,DRY
4586,-105.36861111,35.88472222,167.0,2001,D,CAPULIN
4587,-106.76694444,36.41888889,550.0,2001,E,RAWS
4588,-120.49805556,48.20055556,55913.0,2001,G,REX CREEK COMPLEX
4589,-120.59416667,47.93888889,646.0,2001,E,TOMMY CREEK
4590,-84.38611111,44.58472222,199.0,2001,D,JACOBS
4591,-123.51166667,41.60583333,8055.0,2001,G,SWILLUP II
4592,-123.46833333,41.64194444,143.0,2001,D,CRAWFORD
4593,-118.33944444,45.58083333,150.0,2001,D,DUNCAN
4594,-118.66666667,44.975,688.0,2001,E,BIG CREEK
4595,-119.85888889,45.01805556,101.0,2001,D,BOX CANYON
4596,-82.73416667,38.56666667,174.0,2001,D,ROCK HOLLOW #1
4597,-105.795,34.29666667,4500.0,2001,F,PINATOSA
4598,-110.86805556,45.18611111,550.0,2001,E,HOPPE
4599,-110.85777778,45.38611111,26873.0,2001,G,FRIDLEY
4600,-110.83972222,45.06694444,860.0,2001,E,LITTLE JOE
4601,-110.59722222,45.20194444,420.0,2001,E,MONITOR
4602,-110.17694444,45.18305556,2560.0,2001,F,MONUMENT
4603,-111.19611111,45.47,4950.0,2001,F,PURDY CREEK
4604,-105.62916667,33.36944444,201.0,2001,D,HOMESTEAD
4605,-89.11,31.09166667,485.0,2001,E,GEYSER
4606,-89.38333333,34.48333333,1826.0,2001,F,LOST LAKE
4607,-89.38666667,34.62833333,152.0,2001,D,OUTRIGGER
4608,-89.04305556,30.57666667,212.0,2001,D,RACE TRACK
4609,-89.1,31.11666667,2442.0,2001,F,BALDY
4610,-88.99166667,31.07694444,232.0,2001,D,JOE'S CREEK
4611,-104.68444444,32.20027778,1250.0,2001,F,DEVILS DEN
4612,-104.71805556,32.08583333,550.0,2001,E,HIDDEN
4613,-105.69222222,33.3775,125.0,2001,D,MUSKETBALL
4614,-113.51666667,47.71861111,1794.0,2001,F,CANNON
4615,-113.51777778,48.13444444,8649.0,2001,G,BERGSICKER
4616,-114.35027778,48.58583333,71000.0,2001,G,MOOSE
4617,-113.38583333,48.18444444,620.0,2001,E,EAR
4618,-113.30194444,47.23555556,9674.0,2001,G,BIRK
4619,-110.80638889,47.06222222,1684.0,2001,F,MONARCH
4620,-110.57861111,46.74222222,2338.0,2001,F,LOST FORK
4621,-112.93583333,47.74833333,7600.0,2001,G,BIGGS FLAT
4622,-118.98333333,37.86805556,5570.0,2001,G,CRATER
4623,-104.08333333,43.7125,14990.0,2001,G,ELK MOUNTAIN #2
4624,-103.91166667,43.625,11740.0,2001,G,ROGER'S SHACK
4625,-111.625,40.24166667,461.0,2001,E,Y MOUNTAIN
4626,-111.1275,40.48666667,1800.0,2001,F,SOUTH HOLLOW
4627,-93.8575,34.35166667,183.0,2002,D,ALBERT PIKE
4628,-123.7125,41.84805556,105.0,2001,D,BOTTOM
4629,-117.67305556,34.17388889,300.0,2001,E,SHINN
4630,-118.45638889,34.49055556,6540.0,2001,G,STABLES
4631,-110.5025,31.40527778,229.0,2001,D,PALOMA
4632,-121.23361111,46.81694444,540.0,2001,E,DOG CREEK
4633,-103.59,43.51333333,178.0,2001,D,SUTHERLAND SCHOOL
4634,-121.19083333,46.58333333,268.0,2001,D,SPRUCE SPRINGS
4635,-120.87166667,47.57,185.0,2001,D,TROUT CREEK
4636,-120.80833333,47.62166667,327.0,2001,E,JOHNNY JAY
4637,-120.765,47.59,6914.0,2001,G,FOURTH OF JULY
4638,-121.85416667,44.83472222,242.5,2001,D,POWERLINE #2
4639,-121.77722222,44.79888889,2351.8,2001,F,DARK LAKE
4640,-111.65138889,40.74416667,120.0,2001,D,PARLEYS
4641,-123.955,42.34722222,275.0,2001,D,CRAGGIE
4642,-107.6,39.71666667,751.0,2001,E,DEEP CREEK
4643,-93.59472222,34.42083333,104.0,2001,D,SMITH CREEK
4644,-118.47,48.48527778,1370.0,2001,F,SLEEPY
4645,-118.49416667,48.78861111,6144.0,2001,G,MT. LEONA
4646,-119.13166667,37.50888889,190.0,2001,D,SILVER
4647,-119.29777778,37.19,300.0,2001,E,MUSIC
4648,-119.9525,37.61527778,722.0,2001,E,BRICEBURG
4649,-88.94416667,30.55138889,111.0,2001,D,HENRY
4650,-89.10833333,31.125,500.0,2001,E,SHEPART TRAIL
4651,-108.95305556,38.43916667,379.0,2001,E,CARPENTER
4652,-112.18055556,39.54583333,300.0,2001,E,QUARRY
4653,-109.84861111,43.22166667,285.0,2001,D,CLEAR CREEK
4654,-109.61611111,42.87277778,471.0,2001,E,BOULDER
4655,-110.89527778,43.20444444,111.0,2001,D,WOLF
4656,-110.17416667,44.10916667,4019.0,2001,F,FALCON
4657,-110.94305556,43.41333333,4470.0,2001,F,GREEN KNOLL
4658,-110.77388889,42.87444444,145.0,2001,D,DEER CREEK
4659,-110.44138889,42.98916667,363.0,2001,E,BUCK CREEK
4660,-109.27388889,42.71777778,440.0,2001,E,IRON CREEK
4661,-114.0,37.50833333,102.0,2001,D,NORTH PASTURE
4662,-105.28333333,43.44166667,128.0,2000,D,RED HILLS
4663,-105.11666667,43.40972222,328.0,2000,E,DRY FORK
4664,-107.31666667,41.19583333,315.0,2000,E,HELL CANYON
4665,-105.35694444,43.72694444,550.0,2000,E,LITTLE THUNDER
4666,-104.725,43.75,206.3,2000,D,LODGEPOLE
4667,-92.9,31.05833333,141.0,2001,D,028 RANGE 42
4668,-79.35166667,38.12166667,220.0,2001,D,MEL
4669,-79.89166667,37.925,315.0,2001,E,HEMATITE
4670,-79.25388889,37.87916667,710.0,2001,E,LOST
4671,-78.60833333,38.64583333,230.0,2001,D,KERN
4672,-80.95,37.05,115.0,2001,D,TRACT FORK
4673,-79.67972222,38.00277778,225.0,2001,D,DICKENSON RIDGE
4674,-81.45,37.01666667,125.0,2001,D,ROARING FORK
4675,-79.44916667,38.1075,105.0,2001,D,SIDELING HILL
4676,-83.66,35.285,355.0,2001,E,WINDING STAIR
4677,-83.66666667,35.27833333,165.0,2001,D,BEECHER TOWN
4678,-82.85111111,35.91722222,2943.0,2001,F,LARMAN
4679,-84.29,30.365,120.0,2002,D,TRINITY
4680,-97.59583333,33.3275,132.0,2002,D,MCMURRAY
4681,-95.00694444,31.15694444,130.0,2002,D,NORTH CREEK
4682,-83.96166667,35.32166667,175.0,2002,D,SEVEN SPRINGS
4683,-103.07777778,37.28694444,420.0,2001,E,HANEY
4684,-121.55,46.16,316.0,2001,E,SALT CREEK
4685,-84.13333333,34.83333333,150.0,2001,D,PICKLESIMER FIRE
4686,-84.11666667,34.63333333,802.0,2001,E,PUNCHEON GAP
4687,-109.09333333,33.37166667,140.0,2001,D,CHARLIE
4688,-84.45333333,36.77666667,140.0,2002,D,BARREN FORK
4689,-106.795,40.66166667,1270.0,2001,F,MAD CREEK
4690,-87.15,34.31666667,112.0,2001,D,FREEZE OUT
4691,-85.54,33.88666667,146.0,2001,D,GROUND HOG
4692,-85.55611111,33.895,132.0,2001,D,1ST WILDERNESS
4693,-83.18527778,35.02638889,250.0,2002,D,SATULAH
4694,-83.54833333,35.16166667,175.0,2002,D,CAMP BRANCH
4695,-105.29,43.26944444,150.0,2001,D,JR STODDARD #2
4696,-105.37027778,43.21222222,250.0,2001,D,TILLARD #2
4697,-105.25777778,42.17,5410.0,2001,G,LEROY
4698,-83.71361111,37.77638889,167.0,2002,D,BOYD HOLLOW
4699,-83.93333333,37.49666667,103.0,2002,D,SCOTCH PINE
4700,-84.315,36.77888889,990.0,2002,E,CANE CREEK
4701,-94.17833333,34.80166667,130.0,2002,D,MCCURRY#3
4702,-104.49166667,40.78611111,195.0,2001,D,YEARLING
4703,-104.36805556,40.85638889,1268.0,2001,F,SPRING
4704,-104.73777778,40.88944444,250.0,2001,D,NUNN
4705,-79.88055556,33.33888889,1922.0,2002,F,MONKEY FACE
4706,-79.95972222,33.28055556,325.0,2002,E,GREEN Z
4707,-79.76833333,32.98555556,159.0,2002,D,KENNEDY
4708,-149.47361111,60.41027778,3260.0,2001,F,KENAI LAKE
4709,-92.89305556,31.02111111,305.0,2002,E,002 COOTERS BOG
4710,-92.5625,31.63111111,220.0,2002,D,008 MIDWAY
4711,-93.01027778,31.00388889,109.0,2002,D,010 ENDURO
4712,-92.56972222,31.03777778,170.0,2002,D,003 BUDDY'S
4713,-85.60055556,33.80111111,160.0,2002,D,HITCHING BENCH
4714,-82.31333333,30.49972222,100.0,2002,D,BETHEA
4715,-79.66805556,33.06722222,278.0,2002,D,DANTE
4716,-111.41944444,34.555,197.0,2002,D,TRAM
4717,-108.035,33.36777778,3684.0,2001,F,WHITETAIL
4718,-92.80388889,36.67694444,139.0,2002,D,GRAY HOLLOW
4719,-92.80388889,36.67694444,224.0,2002,D,MERRIMAN
4720,-92.83527778,36.67,113.7,2002,D,SKYLINE
4721,-111.225,34.615,874.0,2002,E,SPRINGER
4722,-108.65027778,33.56888889,578.0,2002,E,BULL
4723,-91.21916667,47.56,150.0,2002,D,BALSAM LAKE
4724,-108.16833333,33.38166667,108.0,2002,D,BEAVER
4725,-108.09805556,33.39833333,550.0,2002,E,CREEK
4726,-106.05194444,36.575,185.0,2002,D,POSOS COMPLEX
4727,-115.59333333,44.32527778,144.0,2002,D,EAST FORK
4728,-80.27666667,37.535,199.4,2002,D,MONKEY MAN
4729,-79.11833333,37.85416667,130.0,2002,D,MAIDENHEAD
4730,-121.47138889,44.61861111,23573.0,2002,G,EYERLY  0684
4731,-115.56166667,44.57944444,166.0,2002,D,JOHNSON CREEK 2
4732,-115.78055556,44.71666667,240.0,2002,D,BIG GUY
4733,-82.375,30.21944444,139.0,2002,D,BATTLE
4734,-111.50138889,34.42222222,376.0,2002,E,FIVEMILE
4735,-111.56305556,45.54222222,148.0,2002,D,BEAR TRAP
4736,-107.78305556,37.43333333,73121.0,2002,G,MISSIONARY RIDGE
4737,-107.85833333,37.3725,393.0,2002,E,VALLEY
4738,-112.17083333,36.72333333,110.0,2002,D,BIG
4739,-115.80472222,44.44666667,108.0,2002,D,MIDDLE FORK
4740,-115.83138889,44.08861111,437.0,2002,E,ANDERSON/DANSKIN
4741,-115.81166667,44.10305556,286.0,2002,D,DANSKIN 2
4742,-120.43333333,38.76777778,325.0,2002,E,ST. PAULI
4743,-121.18222222,40.75944444,2006.0,2002,F,CONE
4744,-121.54861111,42.555,2544.0,2002,F,SKUNK
4745,-115.12083333,45.985,142.0,2002,D,BUCK LAKE
4746,-110.8325,34.47222222,280.0,2002,D,WEIMER
4747,-107.27555556,34.01694444,363.0,2002,E,MILLS
4748,-107.33333333,33.71444444,100.0,2002,D,CIGARETTE
4749,-109.53444444,37.76333333,2354.0,2002,F,NIZHONI
4750,-111.33305556,39.09444444,500.0,2002,E,FERRON MOUNTAIN
4751,-111.23111111,39.23222222,1022.0,2002,F,NORTH HORN MOUNTAIN
4752,-109.72,37.67166667,3800.0,2002,F,HAMMOND
4753,-109.10666667,38.36972222,6000.0,2002,G,HANG DOG
4754,-115.67,45.52,277.0,2002,D,ARLINGTON
4755,-115.645,45.50833333,374.0,2002,E,FITZ
4756,-111.44638889,38.845,100.0,2002,D,OLD WOMAN
4757,-112.28555556,38.38833333,1523.0,2002,F,COTTONWOOD
4758,-111.19166667,33.55277778,1000.0,2002,F,DOME
4759,-112.875,37.56666667,5283.0,2002,G,BIG WASH
4760,-113.9775,37.52916667,128.0,2001,D,WATER CANYON
4761,-107.93444444,33.48444444,676.0,2002,E,WATER
4762,-107.85805556,33.54222222,510.0,2002,E,ADOBE
4763,-107.89277778,33.49444444,3651.0,2002,F,CASTLE
4764,-105.83555556,35.9525,12995.0,2002,G,BORREGO
4765,-105.69166667,35.66,804.0,2002,E,DALTON
4766,-122.65361111,42.97333333,1624.8,2002,F,CROOKED
4767,-122.65833333,43.06166667,4114.0,2002,F,ACKER
4768,-122.50083333,43.05583333,436.2,2002,E,GRASSHOPPER SPRING
4769,-122.73666667,43.09777778,48079.6,2002,G,BOULDER
4770,-122.57583333,43.05638889,2212.0,2002,F,BUCKEYE
4771,-122.59944444,43.04722222,128.9,2002,D,GEMSTONE
4772,-122.49611111,42.97805556,457.2,2002,E,ANDERSON
4773,-122.69861111,42.995,1131.8,2002,F,TALLOW
4774,-122.5525,43.09583333,10063.4,2002,G,BIG BEND
4775,-123.03055556,42.76888889,178.5,2002,D,RED MOUNTAIN WEST
4776,-122.61833333,43.25222222,543.0,2002,E,CALF 2
4777,-122.61833333,43.3175,859.0,2002,E,LIMPY
4778,-122.68361111,43.28472222,17600.0,2002,G,APPLE
4779,-115.02722222,46.37944444,240.0,2002,D,HESLIP
4780,-114.71666667,46.24805556,120.5,2002,D,CEDAR
4781,-122.65055556,43.435,240.0,2002,D,JOHNSON BUTTE
4782,-120.81416667,42.01277778,111.2,2002,D,LOGAN
4783,-82.575,30.5,150.0,2002,D,LITTLE SUWANNEE
4784,-110.86555556,40.0475,113.3,2002,D,LONG RIDGE
4785,-109.76055556,40.67722222,153.0,2002,D,BROWNIE
4786,-82.38833333,30.215,100.0,2002,D,REBEL HORSE
4787,-113.55083333,45.15,200.0,2002,D,GOLDSTONE
4788,-79.76833333,33.21888889,524.0,2002,E,BIG OCEAN
4789,-76.98166667,34.735,585.0,2002,E,WHITE OAK FIRE
4790,-112.20833333,37.95833333,42799.0,2002,G,SANFORD
4791,-113.66972222,37.45333333,1500.0,2002,F,SCRABBLE
4792,-113.33777778,37.41,8100.0,2002,G,SEQUOIA
4793,-107.22777778,40.09805556,5538.0,2002,G,LOST LAKES
4794,-106.78138889,40.70833333,14403.0,2002,G,BURN RIDGE
4795,-106.81444444,40.81472222,16852.0,2002,G,HINMAN
4796,-106.69166667,40.30833333,4400.0,2002,F,GREEN CREEK
4797,-111.64944444,38.64222222,1844.0,2002,F,JOHNSON
4798,-122.52,43.76138889,160.0,2002,D,HEMLOCK
4799,-116.36805556,44.52083333,654.0,2002,E,KING HILL
4800,-122.49638889,43.76027778,160.0,2002,D,OFFICE BRIDGE
4801,-121.77222222,44.38777778,4358.0,2002,F,CASHE MOUNTIAN  0985
4802,-120.025,38.775,294.0,2002,D,SHOWERS
4803,-119.93138889,38.93416667,673.0,2002,E,GONDOLA
4804,-119.63694444,44.31972222,16948.0,2002,G,747 FIRE     0747
4805,-115.40888889,38.27888889,597.0,2002,E,COLD SPRINGS
4806,-115.66,40.4625,639.0,2002,E,BELMONT
4807,-116.13388889,45.42527778,3359.0,2002,F,KELLY CREEK
4808,-114.86083333,46.17333333,995.0,2002,E,SOUTH CREW
4809,-121.95638889,41.50444444,127.0,2002,D,RAINBOW
4810,-123.34166667,41.275,1301.0,2002,F,FORKS
4811,-104.00666667,43.81833333,183.0,2002,D,REDBIRD CANYON
4812,-109.44333333,40.94888889,20038.0,2002,G,MUSTANG
4813,-110.11694444,32.40472222,192.0,2002,D,REILEY PEAK
4814,-110.61,32.37416667,30600.0,2002,G,BULLOCK
4815,-110.78194444,32.57833333,2397.0,2002,F,ORACLE HILL
4816,-109.13888889,31.82222222,5942.0,2002,G,DARNELL
4817,-110.48277778,31.50388889,156.1,2002,D,LYLE
4818,-110.315,31.40166667,2189.0,2002,F,OVERSITE
4819,-122.87055556,41.83805556,184.0,2002,D,EAGLE
4820,-123.29666667,41.66805556,2880.0,2002,F,STANZA
4821,-79.47777778,37.58333333,2935.0,2002,F,MARBLEYARD
4822,-79.25833333,37.82083333,768.0,2002,E,CHICKEN
4823,-78.63666667,38.56416667,131.0,2002,D,STRIKE # 3
4824,-79.54166667,37.59666667,565.0,2002,E,SKILLERN
4825,-78.50055556,38.80055556,158.0,2002,D,STUMPHOLE
4826,-114.86333333,46.19833333,1350.0,2002,F,BIRD HILL
4827,-114.28972222,42.14277778,250.0,2002,D,EAGLE SPRINGS
4828,-113.60583333,41.90472222,928.0,2002,E,PROSPECT
4829,-113.70638889,41.88027778,1328.0,2002,F,BUCK HOLLOW
4830,-84.78,30.04166667,197.0,2002,D,POWERLINE
4831,-84.955,30.10166667,200.0,2002,D,BLACK CREEK
4832,-93.11805556,35.73472222,289.0,2002,D,O.H.T
4833,-106.98333333,36.38333333,600.0,2002,E,BMG
4834,-110.84555556,40.65277778,345.0,2002,E,PINTO RIDGE
4835,-118.36861111,37.05805556,6400.0,2002,G,FULLER
4836,-118.26111111,37.52416667,391.0,2002,E,PAIUTE
4837,-120.47055556,48.92444444,7858.0,2002,G,MIDDLE MTN
4838,-120.44222222,48.94222222,4286.0,2002,F,QUARTZ CREEK
4839,-114.32,45.79,110.0,2002,D,KRUEGER
4840,-114.90138889,45.55527778,467.0,2002,E,KEY CREEK
4841,-114.82222222,45.52027778,512.0,2002,E,SWET POINT
4842,-114.81166667,45.75166667,136.0,2002,D,LITTLE CLEARWATER
4843,-119.22166667,38.39805556,506.0,2002,E,PAN
4844,-111.75,40.5975,190.0,2002,D,WEST TWIN PEAKS
4845,-111.21555556,40.97527778,2001.0,2002,F,HUFF
4846,-105.3125,40.72888889,190.0,2002,D,PREVENT
4847,-105.31527778,40.705,500.0,2002,E,HEWLITT GULCH
4848,-104.44527778,40.72638889,320.0,2002,E,SAND CREEK
4849,-105.38222222,40.28555556,4348.0,2002,F,BIG ELK
4850,-119.16666667,38.45,200.1,2002,D,RASACHI
4851,-119.54555556,38.45611111,23020.0,2002,G,CANNON
4852,-116.73333333,38.38333333,100.0,2002,D,PINON
4853,-117.80416667,38.90388889,4450.0,2002,F,ELLSWORTH
4854,-115.64277778,36.12305556,4340.0,2002,F,LOST CABIN
4855,-121.74,43.4525,108.0,2002,D,LITTLE DESCHUTES 185
4856,-119.36416667,34.60916667,21645.0,2002,G,WOLF
4857,-108.79083333,42.62083333,13433.0,2002,G,PASS CREEK
4858,-116.86666667,33.98333333,363.0,2002,E,MEYERS
4859,-117.46777778,34.2175,554.0,2002,E,LYTLE
4860,-116.82916667,33.75,430.0,2002,E,BEE
4861,-109.69166667,45.13666667,5859.0,2002,G,RED WAFFLE
4862,-104.2825,45.60305556,180.0,2002,D,LEE
4863,-104.11888889,45.66138889,69900.0,2002,G,KRAFT SPRINGS
4864,-113.76666667,45.68333333,2016.0,2002,F,SHEEP CREEK
4865,-118.75083333,35.46861111,498.0,2002,E,ROCKY
4866,-118.45805556,35.87361111,150696.0,2002,G,MCNALLY
4867,-91.30694444,36.75833333,709.0,2002,E,DECKARD HOLLOW
4868,-119.59888889,44.1975,321.0,2002,E,MURRAY    0976
4869,-121.06111111,44.58722222,105.0,2002,D,BUCK BUTTE 0207
4870,-110.43722222,31.43305556,2653.0,2002,F,MERRITT
4871,-111.00333333,31.35527778,855.0,2002,E,COMMUNITY
4872,-109.32222222,31.82333333,107.0,2002,D,BUCKSKIN
4873,-108.55027778,33.31666667,13525.0,2002,G,CUB
4874,-120.21833333,38.34166667,808.0,2002,E,SOURGRASS COMPLEX
4875,-110.72111111,31.73138889,467.0,2002,E,GARDNER
4876,-109.29666667,31.9225,530.0,2002,E,IDA 2
4877,-103.7,46.92083333,100.0,2002,D,GRAVEL PIT
4878,-119.36972222,37.29055556,378.0,2002,E,ROCK CREEK 2
4879,-117.50805556,33.66805556,100.0,2002,D,HOLY
4880,-116.55083333,32.71,379.0,2002,E,BOBCAT
4881,-120.14388889,47.78055556,142.0,2002,D,TUNNEL
4882,-120.68666667,39.45138889,352.0,2002,E,GRANITE II
4883,-118.55083333,44.31694444,166.7,2002,D,OR-MAF-349
4884,-112.0625,35.04194444,5550.0,2002,G,TRICK
4885,-120.27694444,35.35944444,715.0,2002,E,RED HILL
4886,-104.38333333,44.78166667,108.1,2002,D,HARDING
4887,-104.40333333,44.71027778,138.0,2002,D,BEAVER DAM
4888,-109.10666667,33.75833333,945.0,2002,E,CAT
4889,-121.62027778,44.50722222,140.0,2002,D,METOLIUS RNA   1707
4890,-122.12305556,45.15972222,370.0,2002,E,BOWL
4891,-112.51166667,34.47916667,1365.5,2002,F,INDIAN
4892,-121.46305556,36.27916667,308.0,2002,E,PINEY
4893,-109.47944444,42.82694444,2620.0,2002,F,DIVIDE
4894,-109.40083333,42.72722222,340.0,2002,E,COW CAMP
4895,-110.53944444,42.96,3400.0,2002,F,MULE FIRE
4896,-110.80027778,40.93777778,14208.0,2002,G,EAST FORK
4897,-107.31694444,39.32638889,171.0,2002,D,THOMPSON CREEK
4898,-107.49472222,39.68444444,13493.0,2002,G,SPRING CREEK
4899,-107.28666667,39.99416667,17056.0,2002,G,BIG FISH
4900,-107.42333333,39.54333333,12209.0,2002,G,COAL SEAM
4901,-110.875,33.3,365.0,2002,E,TOWERS
4902,-114.50666667,45.45111111,300.0,2002,E,HORSE
4903,-114.64194444,45.41444444,384.0,2002,E,ROARING
4904,-114.65722222,45.45,240.0,2002,D,PARKER MOUNTAIN
4905,-114.46944444,45.54611111,382.0,2002,E,CATHEDRAL ROCK
4906,-114.70666667,45.42194444,935.0,2002,E,COLT
4907,-114.75166667,45.45027778,103.0,2002,D,NW HORSE
4908,-114.5775,45.45083333,4965.0,2002,F,LITTLE HORSE
4909,-115.08055556,44.69333333,330.0,2002,E,LITTLE SOLDIER
4910,-118.50833333,44.48916667,5692.0,2002,G,OR-MAF-105
4911,-118.27944444,44.28527778,24667.0,2002,G,OR-MAF-103
4912,-118.68361111,44.27916667,9133.0,2002,G,OR-MAF-178
4913,-82.17166667,36.18888889,2050.0,2000,F,BLEVINS
4914,-82.53361111,36.13361111,250.0,2000,D,CLARKES CREEK
4915,-82.46472222,36.07583333,156.0,2001,D,NO BUSINESS
4916,-82.105,35.91,210.0,2000,D,ROCKY TOP RANCH
4917,-82.76638889,36.04638889,1119.0,2000,F,HORSEHITCH
4918,-83.13611111,35.89388889,199.0,2001,D,HOG BACK
4919,-83.18333333,35.81666667,183.0,2001,D,GROUND HOG
4920,-83.18833333,35.8,2200.0,2001,F,GREEN MTN.
4921,-82.18194444,35.82555556,628.0,2000,E,BLUFFTON
4922,-120.38416667,38.71916667,1763.0,2002,F,PLUM
4923,-120.46666667,38.88416667,2400.0,2002,F,HUNTER.
4924,-120.30055556,38.51722222,225.0,2002,D,ELLIS 2.
4925,-82.54833333,36.11666667,360.0,2002,E,SAMPSON
4926,-83.10444444,35.92333333,1025.0,2002,F,ROCKY TOP GAP
4927,-82.12333333,36.18666667,141.0,2001,D,PETERS CEMETARY
4928,-110.60194444,31.485,38179.0,2002,G,RYAN
4929,-105.64,35.63111111,850.0,2002,E,ROYBAL
4930,-105.60388889,35.8425,5800.0,2002,G,TRAMPAS
4931,-123.91166667,42.03888889,499945.0,2002,G,BISCUIT
4932,-116.61777778,33.01805556,287.0,2002,D,PEAK
4933,-103.34833333,43.93333333,12443.0,2002,G,BATTLE CREEK
4934,-106.55111111,35.76833333,187.0,2002,D,LABOR
4935,-106.75,35.83583333,4026.0,2002,F,LAKES
4936,-120.55222222,42.22888889,5832.2,2002,G,GRIZZLY
4937,-121.03666667,42.92416667,54800.0,2002,G,TOOLBOX
4938,-121.17416667,42.99166667,24565.0,2002,G,SILVER
4939,-105.41,42.31222222,14855.0,2002,G,HENSEL
4940,-105.00055556,43.71277778,466.0,2002,E,KEELINE
4941,-104.63777778,43.83194444,113.0,2002,D,KUEMMERLE
4942,-104.54833333,43.87777778,125.0,2002,D,STINSON
4943,-106.60833333,41.06666667,507.0,2002,E,BEAR MOUNTAIN SOUTH
4944,-103.1,43.05,258.6,2002,D,NORTH
4945,-103.125,43.025,117.8,2002,D,SOUTH
4946,-119.03027778,45.06333333,165.0,2002,D,CLARK SPRINGS
4947,-118.90166667,45.03333333,400.0,2002,E,CHILSON CREEK
4948,-101.89,43.95833333,116.3,2002,D,BAD RIVER
4949,-105.36638889,39.06222222,192.0,2002,D,PLATTE SPRINGS
4950,-108.49944444,38.425,1409.0,2002,F,47
4951,-108.43972222,38.34916667,2244.0,2002,F,BUCKTAIL
4952,-108.20833333,37.90916667,638.0,2002,E,WEST BEAVER
4953,-107.11,38.5425,585.0,2002,E,STEUBEN
4954,-89.09666667,31.085,146.0,2002,D,HOUND
4955,-89.15333333,31.08333333,320.0,2002,E,JOHN ROAD
4956,-88.93666667,31.44333333,232.0,2002,D,OYESTER
4957,-88.97638889,31.13222222,441.0,2002,E,ROBERTS
4958,-120.68333333,42.74888889,33894.0,2002,G,WINTER
4959,-105.525,39.425,2312.0,2002,F,SNAKING
4960,-105.41666667,39.55,200.0,2002,D,BLACK MOUNTAIN
4961,-105.19166667,39.25,4085.0,2002,F,SCHOONOVER
4962,-105.59805556,39.29944444,309.0,2002,E,TOPAZ MOUNTAIN
4963,-105.40833333,39.0575,137760.0,2002,G,HAYMAN
4964,-105.2475,39.02027778,140.0,2002,D,CEDAR MTN
4965,-84.14611111,34.62,127.2,2002,D,P GAP
4966,-83.71694444,34.80027778,186.0,2002,D,ROCKY MTN.
4967,-83.71472222,34.79305556,166.5,2002,D,ANDREWS COVE
4968,-83.23861111,34.88666667,275.0,2002,D,MARCUS MTN. #1
4969,-117.43194444,34.23611111,6559.0,2002,G,LOUISIANA
4970,-118.60777778,34.69361111,133.0,2002,D,ATMORE
4971,-117.81916667,34.24138889,125.0,2002,D,SUSANNA
4972,-118.39777778,34.57138889,5200.0,2002,G,BOUQUET
4973,-118.25,34.29722222,113.0,2002,D,WILDWOOD
4974,-118.32527778,34.58638889,5124.0,2002,G,LEONA
4975,-117.7875,34.23027778,37240.0,2002,G,WILLIAMS
4976,-110.22944444,31.37277778,564.0,2003,E,ASH
4977,-117.15472222,44.51916667,1100.0,2003,F,ANDY
4978,-103.18666667,37.28694444,670.0,2002,E,ANDRIX#3
4979,-102.87833333,37.185,1350.0,2002,F,KIRKWELL
4980,-106.6675,37.62694444,9294.0,2002,G,MILLION
4981,-106.42972222,37.87416667,179.0,2002,D,COOLBROTH
4982,-103.01166667,37.10694444,150.0,2003,D,BRUSHY CANYON
4983,-102.74472222,37.36944444,200.0,2003,D,EXPERIMENT STATION
4984,-91.20583333,36.6875,163.0,2003,D,WALKER FIRE
4985,-91.35888889,37.03555556,202.0,2003,D,CCC FIRE
4986,-90.98555556,37.86583333,232.3,2003,D,SNAPPS BRANCH
4987,-119.39694444,44.28333333,140.0,2003,D,OR-MAF-076
4988,-116.40138889,44.82472222,1887.0,2003,F,HALL
4989,-114.84527778,45.52027778,275.0,2003,D,HARRINGTON RIDGE
4990,-84.95416667,46.14583333,172.0,2003,D,LOVEGROVE
4991,-118.795,37.83138889,2515.0,2003,F,DEXTER
4992,-115.18666667,47.47138889,4000.0,2003,F,CHERRY CREEK
4993,-115.05583333,47.60777778,177.0,2003,D,TEEPEE CREEK
4994,-94.15194444,47.18055556,329.0,2003,E,BOY RIVER #8
4995,-110.39027778,31.33305556,150.0,2003,D,SCHOOL CANYON
4996,-110.5375,31.44583333,457.0,2003,E,A-BAR
4997,-109.08027778,31.5575,4300.0,2003,F,SKELETON FIRE
4998,-115.25,44.99861111,212.0,2003,D,RAINBOW
4999,-108.95222222,33.23527778,1800.0,2003,F,GOAT
5000,-108.95222222,33.23527778,200.0,2003,D,GOAT 2
5001,-108.73444444,33.36861111,125.0,2003,D,PARALLEL
